Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Exchange
2025-03-04 00:00:00-05:00,46.30197995011231,46.30197995011231,44.29709184898242,45.10503387451172,20786800,0.0,0.0,GM,NYSE
2025-03-05 00:00:00-05:00,46.58127326470414,48.94524684242603,46.11246694910144,48.356746673583984,27954200,0.0,0.0,GM,NYSE
2025-03-06 00:00:00-05:00,47.64855238703467,48.20713004071631,46.27205976492573,47.08000183105469,14332000,0.0,0.0,GM,NYSE
2025-03-07 00:00:00-05:00,47.779998779296875,47.81999969482422,46.040000915527344,47.439998626708984,13824400,0.12,0.0,GM,NYSE
2025-03-10 00:00:00-04:00,46.810001373291016,48.18000030517578,46.77000045776367,48.08000183105469,21621600,0.0,0.0,GM,NYSE
2025-03-11 00:00:00-04:00,48.0,48.81999969482422,46.029998779296875,48.279998779296875,21879900,0.0,0.0,GM,NYSE
2025-03-12 00:00:00-04:00,48.5,48.7400016784668,46.93000030517578,47.900001525878906,10041800,0.0,0.0,GM,NYSE
2025-03-13 00:00:00-04:00,47.77000045776367,49.27000045776367,46.869998931884766,47.11000061035156,14189900,0.0,0.0,GM,NYSE
2025-03-14 00:00:00-04:00,47.790000915527344,48.75,47.63999938964844,48.34000015258789,14143900,0.0,0.0,GM,NYSE
2025-03-17 00:00:00-04:00,48.5099983215332,49.27000045776367,48.279998779296875,49.0,14102400,0.0,0.0,GM,NYSE
2025-03-18 00:00:00-04:00,49.349998474121094,49.83000183105469,48.189998626708984,48.66999816894531,19265400,0.0,0.0,GM,NYSE
2025-03-19 00:00:00-04:00,48.83000183105469,50.209999084472656,48.70000076293945,49.790000915527344,13291600,0.0,0.0,GM,NYSE
2025-03-20 00:00:00-04:00,48.810001373291016,49.97999954223633,48.75,49.439998626708984,12906900,0.0,0.0,GM,NYSE
2025-03-21 00:00:00-04:00,48.97999954223633,50.040000915527344,48.7400016784668,49.79999923706055,37624900,0.0,0.0,GM,NYSE
2025-03-24 00:00:00-04:00,50.7599983215332,51.88999938964844,50.459999084472656,51.459999084472656,16024400,0.0,0.0,GM,NYSE
2025-03-25 00:00:00-04:00,51.5,52.7599983215332,51.5,52.59000015258789,14836200,0.0,0.0,GM,NYSE
2025-03-26 00:00:00-04:00,52.689998626708984,53.290000915527344,50.650001525878906,50.95000076293945,20510100,0.0,0.0,GM,NYSE
2025-03-27 00:00:00-04:00,46.9900016784668,48.400001525878906,46.2599983215332,47.20000076293945,35799000,0.0,0.0,GM,NYSE
2025-03-28 00:00:00-04:00,46.90999984741211,47.13999938964844,45.810001373291016,46.68000030517578,18820100,0.0,0.0,GM,NYSE
2025-03-31 00:00:00-04:00,45.65999984741211,47.27000045776367,45.61000061035156,47.029998779296875,15878600,0.0,0.0,GM,NYSE
2025-04-01 00:00:00-04:00,47.0099983215332,47.77000045776367,46.5,47.2599983215332,14065600,0.0,0.0,GM,NYSE
2025-04-02 00:00:00-04:00,46.869998931884766,48.27000045776367,46.869998931884766,47.97999954223633,12305600,0.0,0.0,GM,NYSE
2025-04-03 00:00:00-04:00,46.95000076293945,47.779998779296875,45.849998474121094,45.900001525878906,18871200,0.0,0.0,GM,NYSE
2025-04-04 00:00:00-04:00,44.459999084472656,44.72999954223633,42.72999954223633,44.18000030517578,26717400,0.0,0.0,GM,NYSE
2025-04-07 00:00:00-04:00,41.75,45.349998474121094,41.599998474121094,43.529998779296875,25522100,0.0,0.0,GM,NYSE
2025-04-08 00:00:00-04:00,44.939998626708984,45.400001525878906,41.939998626708984,42.47999954223633,16415600,0.0,0.0,GM,NYSE
2025-04-09 00:00:00-04:00,41.86000061035156,46.29999923706055,41.63999938964844,45.7400016784668,23918100,0.0,0.0,GM,NYSE
2025-04-10 00:00:00-04:00,44.15999984741211,44.459999084472656,42.619998931884766,43.72999954223633,17437900,0.0,0.0,GM,NYSE
2025-04-11 00:00:00-04:00,43.5,43.939998626708984,42.75,43.630001068115234,10732500,0.0,0.0,GM,NYSE
2025-04-14 00:00:00-04:00,43.869998931884766,45.869998931884766,43.11000061035156,45.13999938964844,18815880,0.0,0.0,GM,NYSE
2025-03-04 00:00:00-05:00,203.0,284.0,203.0,215.0,38683,0.0,0.0,MULN,NASDAQ
2025-03-05 00:00:00-05:00,201.0,221.0,182.0,185.0,21061,0.0,0.0,MULN,NASDAQ
2025-03-06 00:00:00-05:00,175.0,190.0,155.0,158.0,18289,0.0,0.0,MULN,NASDAQ
2025-03-07 00:00:00-05:00,148.0,161.0,135.0,153.0,18252,0.0,0.0,MULN,NASDAQ
2025-03-10 00:00:00-04:00,130.0,137.0,121.0,125.0,17313,0.0,0.0,MULN,NASDAQ
2025-03-11 00:00:00-04:00,118.0,119.0,102.0,108.0,24815,0.0,0.0,MULN,NASDAQ
2025-03-12 00:00:00-04:00,102.0,136.0,96.0,106.0,57601,0.0,0.0,MULN,NASDAQ
2025-03-13 00:00:00-04:00,100.0,108.0,80.0,83.0,38706,0.0,0.0,MULN,NASDAQ
2025-03-14 00:00:00-04:00,82.0,84.0,73.0,75.0,32554,0.0,0.0,MULN,NASDAQ
2025-03-17 00:00:00-04:00,72.0,73.0,57.0,60.0,64134,0.0,0.0,MULN,NASDAQ
2025-03-18 00:00:00-04:00,52.0,53.0,44.0,46.0,86317,0.0,0.0,MULN,NASDAQ
2025-03-19 00:00:00-04:00,41.0,49.0,37.0,40.0,129812,0.0,0.0,MULN,NASDAQ
2025-03-20 00:00:00-04:00,40.0,41.0,34.0,34.0,126746,0.0,0.0,MULN,NASDAQ
2025-03-21 00:00:00-04:00,32.0,32.0,28.0,29.0,155644,0.0,0.0,MULN,NASDAQ
2025-03-24 00:00:00-04:00,28.0,36.0,25.0,26.0,324525,0.0,0.0,MULN,NASDAQ
2025-03-25 00:00:00-04:00,36.0,72.0,23.0,24.0,4184021,0.0,0.0,MULN,NASDAQ
2025-03-26 00:00:00-04:00,25.0,25.0,19.0,20.0,684848,0.0,0.0,MULN,NASDAQ
2025-03-27 00:00:00-04:00,21.0,23.0,15.0,16.0,703643,0.0,0.0,MULN,NASDAQ
2025-03-28 00:00:00-04:00,16.0,16.0,11.0,12.0,577538,0.0,0.0,MULN,NASDAQ
2025-03-31 00:00:00-04:00,16.0,16.0,10.0,11.0,2056372,0.0,0.0,MULN,NASDAQ
2025-04-01 00:00:00-04:00,11.0,12.0,10.0,11.0,755993,0.0,0.0,MULN,NASDAQ
2025-04-02 00:00:00-04:00,10.0,11.0,10.0,10.0,408590,0.0,0.0,MULN,NASDAQ
2025-04-03 00:00:00-04:00,9.0,10.0,8.0,8.0,611181,0.0,0.0,MULN,NASDAQ
2025-04-04 00:00:00-04:00,11.0,11.0,7.0,8.0,3682962,0.0,0.0,MULN,NASDAQ
2025-04-07 00:00:00-04:00,7.0,7.0,6.0,6.0,1195297,0.0,0.0,MULN,NASDAQ
2025-04-08 00:00:00-04:00,5.0,7.0,5.0,5.0,1164419,0.0,0.0,MULN,NASDAQ
2025-04-09 00:00:00-04:00,4.0,5.0,4.0,4.0,1666834,0.0,0.0,MULN,NASDAQ
2025-04-10 00:00:00-04:00,4.0,4.0,4.0,4.0,779716,0.0,0.0,MULN,NASDAQ
2025-04-11 00:00:00-04:00,2.0399999618530273,2.880000114440918,2.0199999809265137,2.180000066757202,4313100,0.0,0.01,MULN,NASDAQ
2025-04-14 00:00:00-04:00,2.234999895095825,2.2899999618530273,1.8100999593734741,1.840000033378601,2955875,0.0,0.0,MULN,NASDAQ
2025-03-04 00:00:00-05:00,4.179999828338623,4.300000190734863,4.099999904632568,4.21999979019165,41666800,0.0,0.0,NIO,NYSE
2025-03-05 00:00:00-05:00,4.320000171661377,4.420000076293945,4.269999980926514,4.349999904632568,48201100,0.0,0.0,NIO,NYSE
2025-03-06 00:00:00-05:00,4.329999923706055,4.380000114440918,4.210000038146973,4.239999771118164,44428700,0.0,0.0,NIO,NYSE
2025-03-07 00:00:00-05:00,4.269999980926514,4.489999771118164,4.25,4.46999979019165,45986500,0.0,0.0,NIO,NYSE
2025-03-10 00:00:00-04:00,4.389999866485596,4.679999828338623,4.389999866485596,4.460000038146973,66742300,0.0,0.0,NIO,NYSE
2025-03-11 00:00:00-04:00,4.75,5.329999923706055,4.71999979019165,5.21999979019165,162169100,0.0,0.0,NIO,NYSE
2025-03-12 00:00:00-04:00,5.059999942779541,5.489999771118164,5.039999961853027,5.099999904632568,87317700,0.0,0.0,NIO,NYSE
2025-03-13 00:00:00-04:00,5.0,5.010000228881836,4.650000095367432,4.730000019073486,64247000,0.0,0.0,NIO,NYSE
2025-03-14 00:00:00-04:00,4.860000133514404,5.059999942779541,4.829999923706055,4.900000095367432,53620000,0.0,0.0,NIO,NYSE
2025-03-17 00:00:00-04:00,4.900000095367432,5.059999942779541,4.860000133514404,5.03000020980835,38063500,0.0,0.0,NIO,NYSE
2025-03-18 00:00:00-04:00,5.28000020980835,5.329999923706055,5.059999942779541,5.190000057220459,79321100,0.0,0.0,NIO,NYSE
2025-03-19 00:00:00-04:00,5.199999809265137,5.25,5.099999904632568,5.170000076293945,38703300,0.0,0.0,NIO,NYSE
2025-03-20 00:00:00-04:00,4.980000019073486,4.980000019073486,4.699999809265137,4.710000038146973,79242700,0.0,0.0,NIO,NYSE
2025-03-21 00:00:00-04:00,4.480000019073486,4.619999885559082,4.360000133514404,4.5,82883000,0.0,0.0,NIO,NYSE
2025-03-24 00:00:00-04:00,4.400000095367432,4.480000019073486,4.340000152587891,4.380000114440918,59178000,0.0,0.0,NIO,NYSE
2025-03-25 00:00:00-04:00,4.329999923706055,4.480000019073486,4.300000190734863,4.389999866485596,38082100,0.0,0.0,NIO,NYSE
2025-03-26 00:00:00-04:00,4.369999885559082,4.420000076293945,4.179999828338623,4.21999979019165,62695600,0.0,0.0,NIO,NYSE
2025-03-27 00:00:00-04:00,3.9000000953674316,4.03000020980835,3.880000114440918,3.9800000190734863,156708300,0.0,0.0,NIO,NYSE
2025-03-28 00:00:00-04:00,3.9000000953674316,3.930000066757202,3.7300000190734863,3.75,78965100,0.0,0.0,NIO,NYSE
2025-03-31 00:00:00-04:00,3.6700000762939453,3.8499999046325684,3.569999933242798,3.809999942779541,64817600,0.0,0.0,NIO,NYSE
2025-04-01 00:00:00-04:00,3.869999885559082,4.0,3.819999933242798,3.869999885559082,43177400,0.0,0.0,NIO,NYSE
2025-04-02 00:00:00-04:00,3.809999942779541,3.8399999141693115,3.75,3.799999952316284,46021100,0.0,0.0,NIO,NYSE
2025-04-03 00:00:00-04:00,3.640000104904175,3.7799999713897705,3.630000114440918,3.740000009536743,36666500,0.0,0.0,NIO,NYSE
2025-04-04 00:00:00-04:00,3.5,3.569999933242798,3.200000047683716,3.4600000381469727,77685600,0.0,0.0,NIO,NYSE
2025-04-07 00:00:00-04:00,3.200000047683716,3.549999952316284,3.180000066757202,3.359999895095825,73974800,0.0,0.0,NIO,NYSE
2025-04-08 00:00:00-04:00,3.390000104904175,3.4100000858306885,3.0199999809265137,3.140000104904175,78198000,0.0,0.0,NIO,NYSE
2025-04-09 00:00:00-04:00,3.0899999141693115,3.359999895095825,3.0399999618530273,3.309999942779541,78717700,0.0,0.0,NIO,NYSE
2025-04-10 00:00:00-04:00,3.380000114440918,3.490000009536743,3.240000009536743,3.2799999713897705,73432200,0.0,0.0,NIO,NYSE
2025-04-11 00:00:00-04:00,3.3299999237060547,3.5199999809265137,3.299999952316284,3.5199999809265137,56326700,0.0,0.0,NIO,NYSE
2025-04-14 00:00:00-04:00,3.5999999046325684,3.7100000381469727,3.569999933242798,3.609999895095825,42942618,0.0,0.0,NIO,NYSE
